Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Renda_Bruta_€
2023,1,Ciutat Vella,1,el Raval,12,39533
2023,1,Ciutat Vella,1,el Raval,13,42749
2023,1,Ciutat Vella,1,el Raval,14,40319
2023,1,Ciutat Vella,1,el Raval,15,39525
2023,1,Ciutat Vella,1,el Raval,16,40824
2023,1,Ciutat Vella,1,el Raval,17,35270
2023,1,Ciutat Vella,1,el Raval,18,37667
2023,1,Ciutat Vella,1,el Raval,19,36568
2023,1,Ciutat Vella,1,el Raval,20,51269
2023,1,Ciutat Vella,1,el Raval,21,48574
2023,1,Ciutat Vella,2,el Barri Gòtic,22,64077
2023,1,Ciutat Vella,2,el Barri Gòtic,23,51440
2023,1,Ciutat Vella,2,el Barri Gòtic,25,46969
2023,1,Ciutat Vella,2,el Barri Gòtic,26,53131
2023,1,Ciutat Vella,2,el Barri Gòtic,27,45629
2023,1,Ciutat Vella,2,el Barri Gòtic,28,44706
2023,1,Ciutat Vella,2,el Barri Gòtic,29,43682
2023,1,Ciutat Vella,2,el Barri Gòtic,30,43585
2023,1,Ciutat Vella,2,el Barri Gòtic,31,40945
2023,1,Ciutat Vella,3,la Barceloneta,32,41427
2023,1,Ciutat Vella,3,la Barceloneta,33,36855
2023,1,Ciutat Vella,3,la Barceloneta,34,36820
2023,1,Ciutat Vella,3,la Barceloneta,35,36906
2023,1,Ciutat Vella,3,la Barceloneta,36,42877
2023,1,Ciutat Vella,3,la Barceloneta,37,43164
2023,1,Ciutat Vella,3,la Barceloneta,38,34200
2023,1,Ciutat Vella,3,la Barceloneta,39,44270
2023,1,Ciutat Vella,3,la Barceloneta,40,43095
2023,1,Ciutat Vella,3,la Barceloneta,41,36358
2023,1,Ciutat Vella,3,la Barceloneta,42,43491
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,58739
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,52421
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,43639
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,46075
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,41138
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,34699
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,53559
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,43808
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,39305
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,66010
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,36479
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,41399
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,56992
2023,2,L'Eixample,5,el Fort Pienc,1,58807
2023,2,L'Eixample,5,el Fort Pienc,2,60690
2023,2,L'Eixample,5,el Fort Pienc,3,67232
2023,2,L'Eixample,5,el Fort Pienc,4,59687
2023,2,L'Eixample,5,el Fort Pienc,5,67159
2023,2,L'Eixample,5,el Fort Pienc,6,70030
2023,2,L'Eixample,5,el Fort Pienc,7,74911
2023,2,L'Eixample,5,el Fort Pienc,8,72673
2023,2,L'Eixample,5,el Fort Pienc,9,68180
2023,2,L'Eixample,5,el Fort Pienc,10,66060
2023,2,L'Eixample,5,el Fort Pienc,11,64423
2023,2,L'Eixample,5,el Fort Pienc,12,53412
2023,2,L'Eixample,5,el Fort Pienc,13,52225
2023,2,L'Eixample,5,el Fort Pienc,14,52763
2023,2,L'Eixample,5,el Fort Pienc,15,54554
2023,2,L'Eixample,5,el Fort Pienc,16,67079
2023,2,L'Eixample,5,el Fort Pienc,17,73438
2023,2,L'Eixample,5,el Fort Pienc,18,69319
2023,2,L'Eixample,5,el Fort Pienc,19,62684
2023,2,L'Eixample,5,el Fort Pienc,20,57885
2023,2,L'Eixample,6,la Sagrada Família,21,54560
2023,2,L'Eixample,6,la Sagrada Família,22,62233
2023,2,L'Eixample,6,la Sagrada Família,23,58083
2023,2,L'Eixample,6,la Sagrada Família,24,54118
2023,2,L'Eixample,6,la Sagrada Família,25,51101
2023,2,L'Eixample,6,la Sagrada Família,26,57474
2023,2,L'Eixample,6,la Sagrada Família,27,58469
2023,2,L'Eixample,6,la Sagrada Família,28,58377
2023,2,L'Eixample,6,la Sagrada Família,29,62048
2023,2,L'Eixample,6,la Sagrada Família,30,55042
2023,2,L'Eixample,6,la Sagrada Família,31,62442
2023,2,L'Eixample,6,la Sagrada Família,32,57345
2023,2,L'Eixample,6,la Sagrada Família,33,55970
2023,2,L'Eixample,6,la Sagrada Família,34,49425
2023,2,L'Eixample,6,la Sagrada Família,35,57160
2023,2,L'Eixample,6,la Sagrada Família,36,65306
2023,2,L'Eixample,6,la Sagrada Família,37,69923
2023,2,L'Eixample,6,la Sagrada Família,38,70254
2023,2,L'Eixample,6,la Sagrada Família,39,57573
2023,2,L'Eixample,6,la Sagrada Família,40,50875
2023,2,L'Eixample,6,la Sagrada Família,41,56291
2023,2,L'Eixample,6,la Sagrada Família,42,67838
2023,2,L'Eixample,6,la Sagrada Família,43,65663
2023,2,L'Eixample,6,la Sagrada Família,44,54412
2023,2,L'Eixample,6,la Sagrada Família,45,65161
2023,2,L'Eixample,6,la Sagrada Família,46,55735
2023,2,L'Eixample,6,la Sagrada Família,47,61463
2023,2,L'Eixample,6,la Sagrada Família,48,59416
2023,2,L'Eixample,6,la Sagrada Família,49,53070
2023,2,L'Eixample,6,la Sagrada Família,50,55721
2023,2,L'Eixample,6,la Sagrada Família,51,56139
2023,2,L'Eixample,6,la Sagrada Família,52,61479
2023,2,L'Eixample,6,la Sagrada Família,53,60067
2023,2,L'Eixample,6,la Sagrada Família,54,63486
2023,2,L'Eixample,7,la Dreta de l'Eixample,55,66593
2023,2,L'Eixample,7,la Dreta de l'Eixample,56,68615
2023,2,L'Eixample,7,la Dreta de l'Eixample,57,86306
2023,2,L'Eixample,7,la Dreta de l'Eixample,58,77086
2023,2,L'Eixample,7,la Dreta de l'Eixample,59,84864
2023,2,L'Eixample,7,la Dreta de l'Eixample,60,74381
2023,2,L'Eixample,7,la Dreta de l'Eixample,61,63497
2023,2,L'Eixample,7,la Dreta de l'Eixample,62,86563
2023,2,L'Eixample,7,la Dreta de l'Eixample,63,104827
2023,2,L'Eixample,7,la Dreta de l'Eixample,64,101226
2023,2,L'Eixample,7,la Dreta de l'Eixample,65,73131
2023,2,L'Eixample,7,la Dreta de l'Eixample,66,69957
2023,2,L'Eixample,7,la Dreta de l'Eixample,67,60997
2023,2,L'Eixample,7,la Dreta de l'Eixample,68,68396
2023,2,L'Eixample,7,la Dreta de l'Eixample,69,78216
2023,2,L'Eixample,7,la Dreta de l'Eixample,70,80527
2023,2,L'Eixample,7,la Dreta de l'Eixample,71,85634
2023,2,L'Eixample,7,la Dreta de l'Eixample,72,97984
2023,2,L'Eixample,7,la Dreta de l'Eixample,73,87099
2023,2,L'Eixample,7,la Dreta de l'Eixample,74,96816
2023,2,L'Eixample,7,la Dreta de l'Eixample,75,79876
2023,2,L'Eixample,7,la Dreta de l'Eixample,76,103166
2023,2,L'Eixample,7,la Dreta de l'Eixample,77,89055
2023,2,L'Eixample,7,la Dreta de l'Eixample,78,93436
2023,2,L'Eixample,7,la Dreta de l'Eixample,79,109687
2023,2,L'Eixample,7,la Dreta de l'Eixample,80,104802
2023,2,L'Eixample,7,la Dreta de l'Eixample,81,92902
2023,2,L'Eixample,7,la Dreta de l'Eixample,82,97784
2023,2,L'Eixample,7,la Dreta de l'Eixample,83,106805
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,84,79362
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,85,77977
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,86,94590
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,87,77271
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,88,82863
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,89,79234
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,90,73270
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,91,75923
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,92,67604
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,93,76196
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,94,71098
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,95,76558
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,96,65903
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,97,64369
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,98,68352
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,99,86137
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,100,67880
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,101,68523
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,102,81245
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,103,56307
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,104,79327
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,105,63977
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,106,83071
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,107,86089
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,108,89400
2023,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,109,92591
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,110,66550
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,111,69107
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,112,85013
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,113,85431
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,114,64631
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,115,67947
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,116,81728
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,117,67141
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,118,79094
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,119,69976
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,120,62647
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,121,70413
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,122,77221
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,123,61871
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,124,72162
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,125,68056
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,126,73325
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,127,61415
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,128,56400
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,129,65641
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,130,103029
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,131,61548
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,132,66912
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,133,65386
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,134,60899
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,135,56244
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,136,64295
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,137,58189
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,138,69673
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,139,61519
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,140,60672
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,141,61583
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,142,56707
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,143,64741
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,144,72815
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,145,66510
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,146,65547
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,147,60186
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,148,64199
2023,2,L'Eixample,9,la Nova Esquerra de l'Eixample,149,62947
2023,2,L'Eixample,10,Sant Antoni,150,56973
2023,2,L'Eixample,10,Sant Antoni,151,63863
2023,2,L'Eixample,10,Sant Antoni,152,67223
2023,2,L'Eixample,10,Sant Antoni,153,66041
2023,2,L'Eixample,10,Sant Antoni,154,52974
2023,2,L'Eixample,10,Sant Antoni,155,56948
2023,2,L'Eixample,10,Sant Antoni,156,59520
2023,2,L'Eixample,10,Sant Antoni,157,55788
2023,2,L'Eixample,10,Sant Antoni,158,60522
2023,2,L'Eixample,10,Sant Antoni,159,65160
2023,2,L'Eixample,10,Sant Antoni,160,67116
2023,2,L'Eixample,10,Sant Antoni,161,60254
2023,2,L'Eixample,10,Sant Antoni,162,56231
2023,2,L'Eixample,10,Sant Antoni,163,63713
2023,2,L'Eixample,10,Sant Antoni,164,62505
2023,2,L'Eixample,10,Sant Antoni,165,65320
2023,2,L'Eixample,10,Sant Antoni,166,58606
2023,2,L'Eixample,10,Sant Antoni,167,64438
2023,2,L'Eixample,10,Sant Antoni,168,56644
2023,2,L'Eixample,10,Sant Antoni,169,55712
2023,2,L'Eixample,10,Sant Antoni,170,62100
2023,2,L'Eixample,10,Sant Antoni,171,52923
2023,2,L'Eixample,10,Sant Antoni,172,51599
2023,2,L'Eixample,10,Sant Antoni,173,56562
2023,3,Sants-Montjuïc,11,el Poble Sec,1,49167
2023,3,Sants-Montjuïc,11,el Poble Sec,2,42520
2023,3,Sants-Montjuïc,11,el Poble Sec,3,44783
2023,3,Sants-Montjuïc,11,el Poble Sec,4,50376
2023,3,Sants-Montjuïc,11,el Poble Sec,5,44588
2023,3,Sants-Montjuïc,11,el Poble Sec,6,47625
2023,3,Sants-Montjuïc,11,el Poble Sec,7,45373
2023,3,Sants-Montjuïc,11,el Poble Sec,8,41445
2023,3,Sants-Montjuïc,11,el Poble Sec,9,49424
2023,3,Sants-Montjuïc,11,el Poble Sec,10,45953
2023,3,Sants-Montjuïc,11,el Poble Sec,11,39019
2023,3,Sants-Montjuïc,11,el Poble Sec,12,45257
2023,3,Sants-Montjuïc,11,el Poble Sec,13,41936
2023,3,Sants-Montjuïc,11,el Poble Sec,14,42523
2023,3,Sants-Montjuïc,11,el Poble Sec,15,45970
2023,3,Sants-Montjuïc,11,el Poble Sec,16,48205
2023,3,Sants-Montjuïc,11,el Poble Sec,17,44597
2023,3,Sants-Montjuïc,11,el Poble Sec,18,48668
2023,3,Sants-Montjuïc,11,el Poble Sec,19,44834
2023,3,Sants-Montjuïc,11,el Poble Sec,20,53678
2023,3,Sants-Montjuïc,11,el Poble Sec,21,49505
2023,3,Sants-Montjuïc,11,el Poble Sec,22,49161
2023,3,Sants-Montjuïc,11,el Poble Sec,23,43564
2023,3,Sants-Montjuïc,11,el Poble Sec,24,45312
2023,3,Sants-Montjuïc,12,la Marina del Prat Vermell,25,42100
2023,3,Sants-Montjuïc,13,la Marina de Port,26,43242
2023,3,Sants-Montjuïc,13,la Marina de Port,27,46745
2023,3,Sants-Montjuïc,13,la Marina de Port,28,58627
2023,3,Sants-Montjuïc,13,la Marina de Port,29,43403
2023,3,Sants-Montjuïc,13,la Marina de Port,30,46395
2023,3,Sants-Montjuïc,13,la Marina de Port,31,44126
2023,3,Sants-Montjuïc,13,la Marina de Port,32,38674
2023,3,Sants-Montjuïc,13,la Marina de Port,33,36596
2023,3,Sants-Montjuïc,13,la Marina de Port,34,46157
2023,3,Sants-Montjuïc,13,la Marina de Port,35,50420
2023,3,Sants-Montjuïc,13,la Marina de Port,36,54182
2023,3,Sants-Montjuïc,13,la Marina de Port,37,51101
2023,3,Sants-Montjuïc,13,la Marina de Port,38,38976
2023,3,Sants-Montjuïc,13,la Marina de Port,39,35748
2023,3,Sants-Montjuïc,14,la Font de la Guatlla,40,55880
2023,3,Sants-Montjuïc,14,la Font de la Guatlla,41,53790
2023,3,Sants-Montjuïc,14,la Font de la Guatlla,42,51079
2023,3,Sants-Montjuïc,14,la Font de la Guatlla,43,54043
2023,3,Sants-Montjuïc,14,la Font de la Guatlla,44,50371
2023,3,Sants-Montjuïc,14,la Font de la Guatlla,45,51146
2023,3,Sants-Montjuïc,14,la Font de la Guatlla,46,64349
2023,3,Sants-Montjuïc,15,Hostafrancs,47,49336
2023,3,Sants-Montjuïc,15,Hostafrancs,48,58042
2023,3,Sants-Montjuïc,15,Hostafrancs,49,52189
2023,3,Sants-Montjuïc,15,Hostafrancs,50,54529
2023,3,Sants-Montjuïc,15,Hostafrancs,51,46181
2023,3,Sants-Montjuïc,15,Hostafrancs,52,52025
2023,3,Sants-Montjuïc,15,Hostafrancs,53,49603
2023,3,Sants-Montjuïc,15,Hostafrancs,54,55077
2023,3,Sants-Montjuïc,15,Hostafrancs,55,50266
2023,3,Sants-Montjuïc,15,Hostafrancs,56,46554
2023,3,Sants-Montjuïc,16,la Bordeta,57,48456
2023,3,Sants-Montjuïc,16,la Bordeta,58,70001
2023,3,Sants-Montjuïc,16,la Bordeta,59,47557
2023,3,Sants-Montjuïc,16,la Bordeta,60,54713
2023,3,Sants-Montjuïc,16,la Bordeta,61,44830
2023,3,Sants-Montjuïc,16,la Bordeta,62,48597
2023,3,Sants-Montjuïc,16,la Bordeta,63,54779
2023,3,Sants-Montjuïc,16,la Bordeta,64,55458
2023,3,Sants-Montjuïc,16,la Bordeta,65,56845
2023,3,Sants-Montjuïc,16,la Bordeta,66,51812
2023,3,Sants-Montjuïc,16,la Bordeta,67,54737
2023,3,Sants-Montjuïc,16,la Bordeta,68,44342
2023,3,Sants-Montjuïc,16,la Bordeta,69,57022
2023,3,Sants-Montjuïc,17,Sants-Badal,70,44288
2023,3,Sants-Montjuïc,17,Sants-Badal,71,42882
2023,3,Sants-Montjuïc,17,Sants-Badal,72,44075
2023,3,Sants-Montjuïc,17,Sants-Badal,73,53721
2023,3,Sants-Montjuïc,17,Sants-Badal,74,50602
2023,3,Sants-Montjuïc,17,Sants-Badal,75,51125
2023,3,Sants-Montjuïc,17,Sants-Badal,76,46701
2023,3,Sants-Montjuïc,17,Sants-Badal,77,50521
2023,3,Sants-Montjuïc,17,Sants-Badal,78,48236
2023,3,Sants-Montjuïc,17,Sants-Badal,79,47520
2023,3,Sants-Montjuïc,17,Sants-Badal,80,50432
2023,3,Sants-Montjuïc,17,Sants-Badal,81,54676
2023,3,Sants-Montjuïc,17,Sants-Badal,82,58694
2023,3,Sants-Montjuïc,17,Sants-Badal,83,55578
2023,3,Sants-Montjuïc,17,Sants-Badal,84,56230
2023,3,Sants-Montjuïc,17,Sants-Badal,85,56687
2023,3,Sants-Montjuïc,18,Sants,86,69614
2023,3,Sants-Montjuïc,18,Sants,87,64857
2023,3,Sants-Montjuïc,18,Sants,88,55116
2023,3,Sants-Montjuïc,18,Sants,89,58503
2023,3,Sants-Montjuïc,18,Sants,90,66876
2023,3,Sants-Montjuïc,18,Sants,91,63026
2023,3,Sants-Montjuïc,18,Sants,92,56545
2023,3,Sants-Montjuïc,18,Sants,93,59714
2023,3,Sants-Montjuïc,18,Sants,94,55341
2023,3,Sants-Montjuïc,18,Sants,95,54121
2023,3,Sants-Montjuïc,18,Sants,96,51977
2023,3,Sants-Montjuïc,18,Sants,97,40858
2023,3,Sants-Montjuïc,18,Sants,98,48871
2023,3,Sants-Montjuïc,18,Sants,99,48822
2023,3,Sants-Montjuïc,18,Sants,100,50625
2023,3,Sants-Montjuïc,18,Sants,101,49458
2023,3,Sants-Montjuïc,18,Sants,102,53801
2023,3,Sants-Montjuïc,18,Sants,103,50081
2023,3,Sants-Montjuïc,18,Sants,104,50768
2023,3,Sants-Montjuïc,18,Sants,105,49540
2023,3,Sants-Montjuïc,18,Sants,106,51231
2023,3,Sants-Montjuïc,18,Sants,107,55893
2023,3,Sants-Montjuïc,18,Sants,108,52991
2023,3,Sants-Montjuïc,18,Sants,109,57105
2023,3,Sants-Montjuïc,18,Sants,110,54373
2023,3,Sants-Montjuïc,18,Sants,111,56537
2023,3,Sants-Montjuïc,18,Sants,112,65852
2023,3,Sants-Montjuïc,18,Sants,113,78447
2023,3,Sants-Montjuïc,18,Sants,114,72352
2023,3,Sants-Montjuïc,13,la Marina de Port,211,56471
2023,3,Sants-Montjuïc,13,la Marina de Port,212,44815
2023,3,Sants-Montjuïc,13,la Marina de Port,213,41106
2023,4,Les Corts,19,les Corts,1,68076
2023,4,Les Corts,19,les Corts,2,77101
2023,4,Les Corts,19,les Corts,3,71312
2023,4,Les Corts,19,les Corts,4,64693
2023,4,Les Corts,19,les Corts,5,63906
2023,4,Les Corts,19,les Corts,6,68681
2023,4,Les Corts,19,les Corts,7,54649
2023,4,Les Corts,19,les Corts,8,54452
2023,4,Les Corts,19,les Corts,9,62351
2023,4,Les Corts,19,les Corts,10,82461
2023,4,Les Corts,19,les Corts,11,81652
2023,4,Les Corts,19,les Corts,12,71136
2023,4,Les Corts,19,les Corts,13,81440
2023,4,Les Corts,19,les Corts,14,80690
2023,4,Les Corts,19,les Corts,15,71420
2023,4,Les Corts,19,les Corts,16,77378
2023,4,Les Corts,19,les Corts,17,77174
2023,4,Les Corts,19,les Corts,18,85655
2023,4,Les Corts,19,les Corts,19,109545
2023,4,Les Corts,19,les Corts,20,93838
2023,4,Les Corts,19,les Corts,21,93571
2023,4,Les Corts,19,les Corts,22,71600
2023,4,Les Corts,19,les Corts,23,142640
2023,4,Les Corts,19,les Corts,24,145832
2023,4,Les Corts,19,les Corts,25,74849
2023,4,Les Corts,19,les Corts,26,74156
2023,4,Les Corts,19,les Corts,27,76043
2023,4,Les Corts,19,les Corts,28,68214
2023,4,Les Corts,19,les Corts,29,88721
2023,4,Les Corts,19,les Corts,30,85731
2023,4,Les Corts,19,les Corts,31,69444
2023,4,Les Corts,19,les Corts,32,63387
2023,4,Les Corts,19,les Corts,33,58195
2023,4,Les Corts,19,les Corts,34,85205
2023,4,Les Corts,19,les Corts,35,70532
2023,4,Les Corts,20,la Maternitat i Sant Ramon,36,61694
2023,4,Les Corts,20,la Maternitat i Sant Ramon,37,65970
2023,4,Les Corts,20,la Maternitat i Sant Ramon,38,65571
2023,4,Les Corts,20,la Maternitat i Sant Ramon,39,62532
2023,4,Les Corts,20,la Maternitat i Sant Ramon,40,52451
2023,4,Les Corts,20,la Maternitat i Sant Ramon,41,51987
2023,4,Les Corts,20,la Maternitat i Sant Ramon,42,49540
2023,4,Les Corts,20,la Maternitat i Sant Ramon,43,79039
2023,4,Les Corts,20,la Maternitat i Sant Ramon,44,60801
2023,4,Les Corts,20,la Maternitat i Sant Ramon,45,60216
2023,4,Les Corts,20,la Maternitat i Sant Ramon,46,90446
2023,4,Les Corts,20,la Maternitat i Sant Ramon,47,77895
2023,4,Les Corts,20,la Maternitat i Sant Ramon,48,78045
2023,4,Les Corts,20,la Maternitat i Sant Ramon,49,113395
2023,4,Les Corts,21,Pedralbes,50,153137
2023,4,Les Corts,21,Pedralbes,51,89903
2023,4,Les Corts,21,Pedralbes,52,153137
2023,4,Les Corts,21,Pedralbes,53,110528
2023,4,Les Corts,21,Pedralbes,54,135418
2023,4,Les Corts,21,Pedralbes,55,153137
2023,4,Les Corts,21,Pedralbes,56,153137
2023,4,Les Corts,20,la Maternitat i Sant Ramon,84,89858
2023,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,67146
2023,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,127069
2023,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,118790
2023,5,Sarrià-Sant Gervasi,23,Sarrià,4,153137
2023,5,Sarrià-Sant Gervasi,23,Sarrià,5,144723
2023,5,Sarrià-Sant Gervasi,23,Sarrià,6,153137
2023,5,Sarrià-Sant Gervasi,23,Sarrià,7,139004
2023,5,Sarrià-Sant Gervasi,23,Sarrià,8,142598
2023,5,Sarrià-Sant Gervasi,23,Sarrià,9,102977
2023,5,Sarrià-Sant Gervasi,23,Sarrià,10,101018
2023,5,Sarrià-Sant Gervasi,23,Sarrià,11,101991
2023,5,Sarrià-Sant Gervasi,23,Sarrià,12,87271
2023,5,Sarrià-Sant Gervasi,23,Sarrià,13,91764
2023,5,Sarrià-Sant Gervasi,23,Sarrià,14,115731
2023,5,Sarrià-Sant Gervasi,23,Sarrià,15,104299
2023,5,Sarrià-Sant Gervasi,23,Sarrià,16,83754
2023,5,Sarrià-Sant Gervasi,23,Sarrià,17,153137
2023,5,Sarrià-Sant Gervasi,23,Sarrià,18,95344
2023,5,Sarrià-Sant Gervasi,23,Sarrià,19,140644
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,121522
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,153137
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,153137
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,23,84544
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,24,153137
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,25,153137
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,26,153137
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,27,153137
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,28,147394
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,29,153137
2023,5,Sarrià-Sant Gervasi,24,les Tres Torres,30,153137
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,31,153137
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,32,153137
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,33,140398
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,34,100708
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,35,153137
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,36,146808
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,37,88874
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,38,76693
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,39,136857
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,40,83116
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,41,93051
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,42,96240
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,43,85403
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,44,94033
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,45,136915
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,46,153137
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,47,143451
2023,5,Sarrià-Sant Gervasi,25,Sant Gervasi- la Bonanova,48,135667
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,49,153137
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,50,106754
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,51,153137
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,52,153137
